codigo_tiss,codigo_tuss,produto,laboratorio,valor,cobranca
0000055783,90247981,ATROVERAN COMPOSTO 30 MG. DISPLAY 25 BL. X 6 ENV.,COSMED,0.5783,
0000074738,90417208,ATROVERAN DIP 1 G. CT. BL. 20 CPRS.,COSMED,0.488,
0000074738,90417208,ATROVERAN DIP 1G 20CPDS,COSMED,0.488,
0000076069,90432592,ATROVERAN DIP 500 MG/ML. SOL. OR. CT. FR. PLAS. OPC. GOT. 20,COSMED,10.56,
0000076069,90432592,ATROVERAN DIP 500MG/ML SOL.ORAL 20ML,COSMED,10.56,
0000049425,90327926,ATROVERAN LIQ. 30 ML,COSMED,17.79,
0000014852,90157176,ATROVEX GTS. FR. 20 ML.,MEDQUIMICA,7.11,
0000073586,90415132,"ATTOSY (RESTRITO HOSP.) 7,50 MG/ML SOL. DIL. INJ. CT. FA VD.",ACCORD,756.32,
0000073586,90415132,"ATTOSY 7,5MG/ML SOL.DIL.INJ.5ML",ACCORD,756.32,
0000000250,90217730,"ATURGYL 0,5 MG/ML C/15 ML",SANOFI-AVENTIS,10.82,
0000058613,90395700,AUBAGIO 14 MG. BL. 30 CPRS. REV.,SANOFI-AVENTIS,200.4893,
0000009790,90371500,AURIS-SEDINA FR. 10 ML OSORIO DE,MORAES,13.8,
0000043311,90020960,AVADEN 1 MG. 28 CPRS. REV.,BAYER,1.6815,
0000055711,90345177,AVAL 160 MG. BL. 30 CPRS. REV. SUPERA,RX,1.0166,
0000055711,90345177,AVAL 160MG 30CPDS REV.,SUPERA,1.0166,
0000055712,90345207,AVAL 320 MG. BL. 30 CPRS. REV. SUPERA,RX,1.0166,
0000055712,90345207,AVAL 320MG 30CPDS REV.,SUPERA,1.0166,
0000055710,90345169,AVAL 80 MG. BL. 30 CPRS. REV. SUPERA,RX,1.0166,
0000055710,90345169,AVAL 80MG 30CPDS REV.,SUPERA,1.0166,
0000047834,90246772,AVALOX 400 MG 1 BOLSA PLAST. 250 ML.,BAYER,190.51,
0000005721,90246756,AVALOX 400 MG 5 CPRS.,BAYER,29.214,
0000005722,90246764,AVALOX 400 MG 7 CPRS.,BAYER,26.4108,
0000033197,90088298,AVAMYS SPRAY NASAL 27.5 MCG 120 DOSES,GLAXOSMITHKLINE,41.9,
0000021569,90184114,AVASTIN (RESTRITO HOSP.) 25 MG/ML SOL. INJ. P/INF. IV FA VD.,ROCHE,1747.22,REAL
0000021570,90184106,AVASTIN (RESTRITO HOSP.) 25 MG/ML SOL. INJ. P/INF. IV FA VD.,ROCHE,6765.0,REAL
0000065046,90345690,AVESTRIA 10 MG/G CREM VAG CT BG AL X 30 G + 20 APLIC,MOMENTA,53.02,
0000065046,90345690,AVESTRIA 10MG/G CRM.VAG.30G+20APLIC MOMENTA,FARMACEUTIC,53.02,
0000070708,90385179,"AVIANT 0,5 MG/ML XPE. CT. FR. VD. AMB. X 100 ML + DOSADOR",SCHERING-PLOUGH,46.05,
0000070707,90385160,"AVIANT 0,5 MG/ML XPE. CT. FR. VD. AMB. X 60 ML + DOSADOR",SCHERING-PLOUGH,27.17,
0000070708,90385179,"AVIANT 0,5MG/ML XPE FR VD 100ML+DOS SCHERING",PLOUGH,46.05,
0000070707,90385160,"AVIANT 0,5MG/ML XPE FR VD 60ML+DOS SCHERING",PLOUGH,27.17,
0000070704,90385187,AVIANT 5 MG. CT. BL. AL. PLAS. X 10 CPRS. REV.,SCHERING-PLOUGH,3.418,
0000070709,90385195,AVIANT 5 MG. CT. BL. AL. PLAS. X 30 CPRS. REV.,SCHERING-PLOUGH,2.665,
0000070704,90385187,AVIANT 5MG 10CPDS REV. SCHERING,PLOUGH,3.418,
0000070709,90385195,AVIANT 5MG 30CPDS REV. SCHERING,PLOUGH,2.6623,
0000075458,90410025,"AVIANT EFE 2,5+120MG 10CPDS REV.LIB.MOD SCHERING",PLOUGH,3.74,
0000075458,90410025,AVIANT EFE BL. 10 CPRS.,SCHERING-PLOUGH,3.74,
0000012118,90078039,AVICIS SOL. TOP. CAPILAR FR. 100 ML. + APLIC.,GALDERMA,133.37,
0000063461,90297270,AVIDE 100 MG. CT. X 6 CAPS.,ACHE,3.0539,
0000063462,90297288,AVIDE 100 MG. CT. X 9 CAPS.,ACHE,3.3319,
0000063461,90297270,AVIDE 100MG 6CAPS GEL.DURA,ACHE,3.0539,
0000063462,90297288,AVIDE 100MG 9CAPS GEL.DURA,ACHE,3.3319,
0000039850,90088336,"AVODART 0,5 MG. 10 CAPS.",GLAXOSMITHKLINE,3.161,
0000016472,90088344,"AVODART 0,5 MG. 30 CAPS.",GLAXOSMITHKLINE,3.1588,
0000039851,90088352,"AVODART 0,5 MG. 90 CAPS.",GLAXOSMITHKLINE,3.1589,
0000029804,90024931,"AVONEX 60 MCG/ML SOL. INJ. 4 BL. C/SER. PREENCH. X 0,5 ML + BIOGEN",IDEC,1437.2125,
0000052088,90242475,"AVONEX 60 MCG/ML SOL. INJ. 4 CT. C/SER. PREENCH. X 0,5 ML EM BIOGEN",IDEC,1437.2125,
0000077086,90249755,AXEPEN (RESTRITO HOSP.) 500 MG. CT. BL. AL. PLAS. INC. X 200,MYLAN,1.0103,
0000054703,90269055,"AXERON 3 MG/1,5 ML SOL. TOP. CT. FR. PLAST. 110 ML + APLIC. ELI",LILLY,283.01,
0000010062,90343190,AXETIL CEFUROXIMA GEN.250MG 10CPDS,RANBAXY,5.682,
0000010061,90343255,AXETIL CEFUROXIMA GEN.500MG 10CPDS,RANBAXY,7.751,
0000010062,90343190,AXETILCEFUROXIMA - GENERICO 250 MG. BL. 10 CPRS.,RANBAXY,5.682,
0000076082,90186230,AXETILCEFUROXIMA - GENERICO 250 MG/5 ML EST. FR. 50 ML,RANBAXY,58.05,
0000010061,90343255,AXETILCEFUROXIMA - GENERICO 500 MG. BL. 10 CPRS.,RANBAXY,7.751,
0000053608,90216016,AXETILCEFUROXIMA - GENERICO 500 MG. BL. 10 CPRS. AUROBINDO,PHARMA,7.172,
0000074162,90391861,AXETILCEFUROXIMA - GENERICO 500 MG. CT. BL. AL./AL. X 14 CPRS,MEDLEY,6.9236,
0000074162,90391861,AXETILCEFUROXIMA - GENERICO 500 MG. CT. BL. AL./AL. X 14 CPRS,MEDLEY,6.9236,
0000077694,90346521,AXETILCEFUROXIMA GEN.500MG 14CPDS,AUROBINDO,7.2371,
0000074162,90391861,AXETILCEFUROXIMA GEN.500MG 14CPDS,MEDLEY,6.9208,
0000055299,90263979,AXONIUM 10 MG. 15 CPRS.,ACHE,6.4512,
0000050124,90263987,AXONIUM 10 MG. 30 CPRS.,ACHE,6.4409,
0000055300,90263995,AXONIUM 10 MG. 7 CPRS.,ACHE,6.5491,
0000055297,90263910,"AXONIUM 2,5 MG. 15 CPRS.",ACHE,1.935,
0000050122,90263928,"AXONIUM 2,5 MG. 30 CPRS.",ACHE,1.973,
0000060400,90263936,"AXONIUM 2,5 MG. AL/AL X 7 CPRS. (C1)",ACHE,2.7322,
0000055298,90263944,AXONIUM 5 MG. 15 CPRS.,ACHE,3.5198,
0000050123,90263952,AXONIUM 5 MG. 30 CPRS.,ACHE,3.5874,
0000060401,90263960,AXONIUM 5 MG. ALU. X 7 CPRS. (C1),ACHE,4.9758,
0000056823,90286448,"AZANEM (RESTRITO HOSP.) 1,0 G PO INJ. CX. 10 FA VD. INC.",BIOCHIMICO,135.674,
0000056824,90286456,"AZANEM (RESTRITO HOSP.) 1,0 G PO INJ. CX. 25 FA VD. INC.",BIOCHIMICO,135.676,
0000056821,90286430,"AZANEM (RESTRITO HOSP.) 1,0 G PO INJ. CX. FA VD. INC.",BIOCHIMICO,135.65,
0000047645,90246683,AZELAN 200 MG/G CREME 30 G,BAYER,52.1,
0000047646,90246799,AZELAN GEL. 150 MG/G 30 G,BAYER,52.08,
0000031080,90246780,AZELAN GEL. 150 MG/G BISN. 15 G,BAYER,26.02,
0000027582,90166876,AZEUS (RESTRITO HOSP.) 1 G PO SOL. INJ. IM/IV FA VD. (HOSP.),NOVAFARMA,141.52,REAL
0000005909,90060857,AZI 1000 MG. BL. 1 CPR. SIGMA,PHARMA,22.43,
0000005908,90060865,AZI 500 MG. BL. 3 CPRS. SIGMA,PHARMA,8.9524,
0000005914,90060873,AZI 500 MG. CX. 5 CPRS. SIGMA,PHARMA,8.674,
0000077670,90413024,AZI IV 500MG PO LIOF.SOL.INFUS.10FA SIGMA,PHARMA,140.718,
0000005915,90060890,AZI SUSP. ORAL 600 MG. SIGMA,PHARMA,18.34,
0000005910,90060911,AZI SUSP. ORAL AD/PED. 1500 MG. SIGMA,PHARMA,41.76,
0000005911,90060920,AZI SUSP. ORAL PED. 900 MG. SIGMA,PHARMA,36.7,
0000069220,90349016,AZICIN (RESTRITO HOSP.) 500 MG. PO LIOF. INJ. 10 FA,CRISTALIA,174.021,
0000069220,90349016,AZICIN 500MG PO LIOF.INJ.10FR,CRISTALIA,174.021,
0000073785,90325605,AZILECT 1 MG. BL. AL/AL X 10 CPRS.,TEVA,5.039,
0000073785,90325605,AZILECT 1 MG. BL. AL/AL X 10 CPRS.,TEVA,5.039,
0000062127,90325613,AZILECT 1 MG. BL. AL/AL X 30 CPRS.,TEVA,5.034,
0000073785,90325605,AZILECT 1MG 10CPDS,TEVA,5.039,
0000062127,90325613,AZILECT 1MG 30CPDS,TEVA,5.034,
0000015512,90056175,AZINOSTIL 500 MG. 1 BL. X 3 CPRS.,EMS,13.312,
0000009858,90141970,AZITROGRAN 500 MG. CX. 3 CPRS.,LEGRAND,6.516,
0000043673,90163648,AZITROLAB 1 G 1 CPR.,MULTILAB,20.18,
0000034586,90163656,AZITROLAB 500 MG. 3 CPRS.,MULTILAB,7.6426,
0000070146,90319516,AZITROLAB 500 MG. 5 CPRS.,MULTILAB,7.224,
0000056521,90266765,AZITROMED 500 MG. CX. 3 CPRS. REV.,MEDQUIMICA,5.2095,
0000048276,90237048,AZITROMICINA - GENERICO (RESTRITO HOSP.) 40 MG/ML PO SUS. OR PRATI,DONADUZZI,18.456,REAL
0000048277,90237030,AZITROMICINA - GENERICO (RESTRITO HOSP.) 40 MG/ML PO SUS. OR PRATI,DONADUZZI,22.886,REAL
0000048275,90178530,AZITROMICINA - GENERICO (RESTRITO HOSP.) 500 MG. COM. REV. C PRATI,DONADUZZI,3.4384,REAL
0000010176,90081749,AZITROMICINA - GENERICO 1 G BL. 1 CPR.,GERMED,19.58,
0000030658,90178386,AZITROMICINA - GENERICO 1 G COM. REV. CT. BL. AL. PLAS. LEIT PRATI,DONADUZZI,14.54,
0000073310,90178556,AZITROMICINA - GENERICO 1 G. COM. REV. CT. BL. AL. PLAS. INC. PRATI,DONADUZZI,5.5945,
0000048825,90220285,AZITROMICINA - GENERICO 1000 MG. 1 CPR.,CIFARMA,14.51,
0000057785,90303695,AZITROMICINA - GENERICO 1500 MG. PO SUSP. OR. FR. PLAST. OPC,EUROFARMA,74.62,
0000030660,90237013,AZITROMICINA - GENERICO 40 MG/ML PO SUS. OR. CT. FR. PLAS. O PRATI,DONADUZZI,42.26,
0000030661,90237021,AZITROMICINA - GENERICO 40 MG/ML PO SUS. OR. CT. FR. PLAS. O PRATI,DONADUZZI,34.29,
0000010175,90358600,AZITROMICINA - GENERICO 500 MG. 1 BL. X 3 CPRS. NOVA,QUIMICA,5.3361,
0000025478,90135601,AZITROMICINA - GENERICO 500 MG. 3 CPRS. REV. TEUTO,BRAS.,3.413,
0000042797,90135610,AZITROMICINA - GENERICO 500 MG. 5 CPRS. REV. TEUTO,BRAS.,5.444,
0000010163,90052684,AZITROMICINA - GENERICO 500 MG. BL. 2 CPRS.,EMS,11.585,
0000073724,90186265,AZITROMICINA - GENERICO 500 MG. BL. 2 CPRS.,RANBAXY,4.545,
0000073724,90186265,AZITROMICINA - GENERICO 500 MG. BL. 2 CPRS.,RANBAXY,4.545,
0000025776,90353331,AZITROMICINA - GENERICO 500 MG. BL. 2 CPRS. REV.,MEDLEY,6.95,
0000031301,90373979,AZITROMICINA - GENERICO 500 MG. BL. 2 CPRS. REV. NEO,QUIMICA,17.06,
0000010162,90052692,AZITROMICINA - GENERICO 500 MG. BL. 3 CPRS.,EMS,17.7916,
0000072130,90186273,AZITROMICINA - GENERICO 500 MG. BL. 3 CPRS.,RANBAXY,4.3867,
0000010167,90066588,AZITROMICINA - GENERICO 500 MG. BL. 3 CPRS. REV.,EUROFARMA,9.5824,
0000025777,90353340,AZITROMICINA - GENERICO 500 MG. BL. 3 CPRS. REV.,MEDLEY,6.9426,
0000031302,90373987,AZITROMICINA - GENERICO 500 MG. BL. 3 CPRS. REV. NEO,QUIMICA,3.4597,
0000029838,90190254,AZITROMICINA - GENERICO 500 MG. BL. 3 CPRS. REV.,SANDOZ,6.286,
0000035286,90066553,AZITROMICINA - GENERICO 500 MG. BL. 5 CPRS. REV.,EUROFARMA,8.194,
0000025778,90353358,AZITROMICINA - GENERICO 500 MG. BL. 5 CPRS. REV.,MEDLEY,6.862,
0000056912,90373995,AZITROMICINA - GENERICO 500 MG. BL. 5 CPRS. REV. NEO,QUIMICA,4.392,
0000045350,90190262,AZITROMICINA - GENERICO 500 MG. BL. 5 CPRS. REV.,SANDOZ,6.38,
0000047618,90066561,AZITROMICINA - GENERICO 500 MG. BL. 60 CPRS. REV. (EMB. FRAC,EUROFARMA,5.1379,
0000074440,90418573,AZITROMICINA - GENERICO 500 MG. BL. X 3 CPRS. REV. CELLERA,FARMA,9.5833,
0000074441,90418581,AZITROMICINA - GENERICO 500 MG. BL. X 5 CPRS. REV. CELLERA,FARMA,8.192,
0000038979,90159470,AZITROMICINA - GENERICO 500 MG. CART. BL. PLAS. INC. X 2 CPR,MERCK,9.305,
0000038980,90159489,AZITROMICINA - GENERICO 500 MG. CART. BL. PLAS. INC. X 3 CPR,MERCK,8.6858,
0000038981,90159497,AZITROMICINA - GENERICO 500 MG. CART. BL. PLAS. INC. X 5 CPR,MERCK,7.718,
0000030663,90178505,AZITROMICINA - GENERICO 500 MG. COM. REV. CT. BL. AL. PLAS. PRATI,DONADUZZI,3.4163,
0000053202,90238095,AZITROMICINA - GENERICO 500 MG. COM. REV. CT. BL. PLAS. INC. PRATI,DONADUZZI,4.1708,
0000058622,90321413,AZITROMICINA - GENERICO 500 MG. CT. BL. AL. PLAS. INC. X 5 C PRATI,DONADUZZI,4.272,
0000071749,90078837,AZITROMICINA - GENERICO 500 MG. CX. 3 CPRS. REV.,GEOLAB,2.87,
0000057783,90303369,AZITROMICINA - GENERICO 600 MG. PO SUSP. OR. FR. PLAST. OPC.,EUROFARMA,36.38,
0000057784,90303377,AZITROMICINA - GENERICO 900 MG. PO SUSP. OR. FR. PLAST. OPC.,EUROFARMA,44.77,
0000030629,90374711,AZITROMICINA - GENERICO PO EXT. 600 MG. FR. X 15 ML NEO,QUIMICA,36.37,
0000030630,90374703,AZITROMICINA - GENERICO PO EXT. 900 MG. FR. X 22 ML NEO,QUIMICA,44.77,
0000074187,90390342,AZITROMICINA - GENERICO PO SUSP. + DIL. 1500 MG.,EMS,24.64,
0000074187,90390342,AZITROMICINA - GENERICO PO SUSP. + DIL. 1500 MG.,EMS,24.64,
0000075471,90418654,AZITROMICINA - GENERICO PO SUSP. 1500 MG. FR. PLAST. OPC X 37 CELLERA,FARMA,27.15,
0000075469,90418662,AZITROMICINA - GENERICO PO SUSP. 600 MG. FR. PLAST. OPC X 15 CELLERA,FARMA,19.08,
0000010164,90052722,AZITROMICINA - GENERICO SUSP. ORAL 40 MG/ML FR. 15 ML. + DIL,EMS,40.57,
0000010165,90052730,"AZITROMICINA - GENERICO SUSP. ORAL 40 MG/ML FR. 22,5 ML. + D",EMS,49.95,
0000074187,90390342,"AZITROMICINA 40MG/ML PO SUSP.37,5ML+DIL.20ML+SER PLAS. EMS",GENERICOS,24.64,
0000074440,90418573,AZITROMICINA 500MG 3CPDS REV. CELLERA,FARMA,9.5824,
0000074441,90418581,AZITROMICINA 500MG 5CPDS REV. CELLERA,FARMA,8.192,
0000075471,90418654,AZITROMICINA 600MG PO SUSP.ORAL+DIL.9ML+SER.DOS. CELLERA,FARMA,27.15,
0000075469,90418662,AZITROMICINA 900MG PO SUSP.ORAL+DIL.12ML+SER.DOS. CELLERA,FARMA,19.08,
0000073272,90410114,AZITROMICINA DI-HIDRATADA - GENERICO 500 MG. CX. 3 CPRS. REV.,PHARLAB,2.88,
0000073272,90410114,AZITROMICINA DI-HIDRATADA - GENERICO 500 MG. CX. 3 CPRS. REV.,PHARLAB,2.8797,
0000071862,90358619,AZITROMICINA DI-HIDRATADA 500MG PO LIOF.SOL.INFUS.10FA,CRISTALIA,113.122,
0000071862,90358619,AZITROMICINA DIHIDRATADA - GENERICO (RESTRITO HOSP.) 500 MG.,CRISTALIA,113.122,
0000062504,90317734,AZITROMICINA DIHIDRATADA - GENERICO (RESTRITO HOSP.) 500 MG.,MEDQUIMICA,3.6108,
0000062503,90317726,AZITROMICINA DIHIDRATADA - GENERICO 500 MG. BL. CX. 3 CPRS.,MEDQUIMICA,5.2095,
0000057785,90303695,AZITROMICINA GEN.1500MG PO+FR VD DIL.22ML+SER.,EUROFARMA,74.62,
0000073724,90186265,AZITROMICINA GEN.500MG 2CPDS,RANBAXY,4.545,
0000072130,90186273,AZITROMICINA GEN.500MG 3CPDS,RANBAXY,4.3862,
0000058622,90321413,AZITROMICINA GEN.500MG 5CPDS REV.,PRATI-DONADUZZI,4.272,
0000061928,90298411,AZITROMICINA MONOIDRATADA - GENERICO (RESTRITO HOSP.) 500 MG,ABL,113.119,
0000061928,90298411,AZITROMICINA MONOIDRATADA GEN.500MG PO LIOF.SOL INFUS 50FA VD,ABL,113.119,
0000073275,90175379,AZITROPHAR 500 MG. CX. 3 CPRS. REV.,PHARLAB,9.0533,
0000071509,90390164,AZNITE 1 MG/ML SOL. NASAL FR. 10 ML,EMS,23.3,
0000071509,90390164,AZNITE 1MG/ML SOL.NASAL SPRAY 10ML EMS,OTC,23.3,
0000069633,90297318,AZOPT 1% SUSP.OFT.5ML,ALCON,56.04,
0000069634,90297660,AZORGA 10+5MG/ML SUSP.OFT.5ML,ALCON,61.54,
0000069635,90320689,AZORGA 10+5MG/ML SUSP.OFT.6ML,ALCON,73.85,
0000069635,90320689,AZORGA 6 ML,NOVARTIS,73.85,
0000074387,90399170,AZOX 20 MG/ML PO SUSP. OR. CT. FR. VD. AMB. X 100 ML + SER. D,EUROFARMA,35.96,
0000074386,90399161,AZOX 20 MG/ML PO SUSP. OR. CT. FR. VD. AMB. X 45 ML + SER. DO,EUROFARMA,17.35,
0000074387,90399170,AZOX 20MG/ML PO SUSP.ORAL 100ML+SER.DOS.,EUROFARMA,35.96,
0000074386,90399161,AZOX 20MG/ML PO SUSP.ORAL 45ML+SER.DOS.,EUROFARMA,17.35,
0000074388,90399226,AZOX 500 MG. CT. BL. AL. PLAS. OPC. X 6 CPRS.,EUROFARMA,6.8783,
0000074388,90399226,AZOX 500MG 6CPDS REV.,EUROFARMA,6.8797,
0000069649,90310934,"AZTREONAM - GENERICO (RESTRITO HOSP.) 1,0 G PO INJ. CT. 10 F",BIOCHIMICO,83.989,
0000069647,90310926,"AZTREONAM - GENERICO (RESTRITO HOSP.) 1,0 G PO INJ. CT. FA V",BIOCHIMICO,83.97,
0000069648,90310870,"AZTREONAM - GENERICO (RESTRITO HOSP.) 1,0 G PO INJ. CT. FA V",BIOCHIMICO,88.18,
0000069651,90310896,"AZTREONAM - GENERICO (RESTRITO HOSP.) 1,0 G PO INJ. CX. 10 F",BIOCHIMICO,88.185,
0000069650,90310888,"AZTREONAM - GENERICO (RESTRITO HOSP.) 1,0 G PO INJ. CX. FA V",BIOCHIMICO,88.18,
0000069647,90310926,"AZTREONAM GEN.1,0G PO INJ.+BOL.SIST.FECH.100",BIOCHIMICO,83.97,
0000069648,90310870,AZTREONAM GEN.1G PO INJ.+SOL.DIL.3ML,BIOCHIMICO,88.18,
0000069651,90310896,AZTREONAM GEN.1G PO INJ.10FA,BIOCHIMICO,88.185,
0000069649,90310934,AZTREONAM GEN.1G PO INJ.10FA+10BOL.100ML,BIOCHIMICO,83.989,
0000069650,90310888,AZTREONAM GEN.1G PO INJ.FA,BIOCHIMICO,88.18,
0000071327,90204140,AZUKON MR 30 MG. CX. 30 CPRS. RETARD.,TORRENT,0.409,
0000071328,90355784,AZUKON MR 30MG 60CPDS,TORRENT,0.3479,
0000071328,90355784,AZUKON MR 6 X 10 TAB.,TORRENT,0.3472,
0000003021,90254198,AZULFIN 500 MG. 60 CPRS. REV.,APSEN,1.188,
0000038876,90030630,B PLATIN-CARBOPLATINA (RESTRITO HOSP.) 10 MG/ML SOL. INJ. FA,BLAUSIEGEL,764.47,REAL
0000025447,90030621,B PLATIN-CARBOPLATINA (RESTRITO HOSP.) 10 MG/ML SOL. INJ. FA,BLAUSIEGEL,253.41,REAL
0000038875,90030648,B PLATIN-CARBOPLATINA (RESTRITO HOSP.) 10 MG/ML SOL. INJ. FA,BLAUSIEGEL,84.94,REAL
0000013865,90141350,B-TABLOCK FR. 10 ML,LATINOFARMA,37.49,
0000013864,90141369,B-TABLOCK FR. 5 ML,LATINOFARMA,22.88,
0000012463,90266250,B-VIT SOL. ORAL FR. 30 ML,CAZI,11.56,
0000069845,90372026,BABYNEO POM. BISN. 60 G NEO,QUIMICA,37.81,
0000036535,90371992,BAC-SULFITRIN (RESTRITO HOSP.) SOL. INJ. CX. 50 AMPS. 5 ML NEO,QUIMICA,2.6912,REAL
0000047421,90112326,BACFAR 80 MG/ML + 16 MG/ML SUSP. VD. X 100 ML,ELOFAR,20.83,
0000002911,90259327,BACFAR CX. 4 X 5 CPRS.,ELOFAR,0.738,
0000018882,90380894,BACFAR F CX. 10 CPRS.,ELOFAR,1.609,
0000002910,90112377,BACFAR SUSP. FR. 100 ML,ELOFAR,11.72,
0000002912,90112369,BACFAR SUSP. FR. 50 ML,ELOFAR,8.26,
0000012457,90037936,BACIGEN 5 MG. + 250 UI POM. BISN. 20 G,CAZI,14.98,
0000070703,90095839,BACITRACINA + SULFATO DE NEOMICINA - GENERICO (RESTRITO HOSP,HIPOLABOR,3.4862,
0000036801,90135644,BACITRACINA ZINCICA + SULFATO DE NEOMICINA - GENERICO (RESTR TEUTO,BRAS.,9.5358,REAL
0000033223,90135628,BACITRACINA ZINCICA + SULFATO DE NEOMICINA - GENERICO POM. D TEUTO,BRAS.,9.57,
0000033224,90135636,BACITRACINA ZINCICA + SULFATO DE NEOMICINA - GENERICO POM. D TEUTO,BRAS.,20.42,
0000003176,90135652,BACLOFEN 10 MG. CX. 20 CPRS. TEUTO,BRAS.,0.778,
0000060910,90312279,BACLOFENO - GENERICO 10 MG. BL. AL. PLAS. X 20 CPRS. TEUTO,BRAS.,0.733,
0000062845,90324048,BACLOFENO - GENERICO 10 MG. CT. BL. AL. PLAS. INC. X 20 CPRS UNIAO,QUIMICA,0.778,
0000060910,90312279,BACLOFENO GEN.10MG 20CPDS TEUTO,BRAS,0.733,
0000062845,90324048,BACLOFENO GEN.10MG 20CPDS UNIAO,QUIMICA,0.778,
0000012538,90343727,BACLON 10 MG. 20 CPRS. UNIAO,QUIMICA,0.848,
0000022181,90211510,BACROCIN POMADA 1 BISN. 15 G,VALEANT,44.85,
0000062841,90339126,BACTERACIN 40+8MG/ML SUSP.ORAL FR.VD 100ML+COP.MED TEUTO,BRAS,8.61,
0000045380,90339134,BACTERACIN 400+80MG BL.AL.PLAST.INC.20CPDS TEUTO,BRAS,0.4385,
0000045380,90339134,BACTERACIN BL. 20 CPRS. TEUTO,BRAS.,0.4385,
0000062843,90339142,BACTERACIN F 800+160MG BL.INC.10CPDS TEUTO,BRAS,1.097,
0000062843,90339142,BACTERACIN F BL. AL. PVC INC. X 10 CPRS. TEUTO,BRAS.,1.097,
0000062841,90339126,BACTERACIN SUSP. FR. VD. 100 ML + CP. MED. TEUTO,BRAS.,8.61,
0000041963,90045157,BACTOMAX (RESTRITO HOSP.) 200 MG. PO LIOF. 10 FR. + 10 AMP.,CRISTALIA,303.735,REAL
0000039270,90045149,BACTOMAX (RESTRITO HOSP.) 400 MG. PO LIOF. 10 FR. + 10 AMP.,CRISTALIA,583.573,REAL
0000000262,90184130,BACTRIM CX. 20 CPRS.,ROCHE,1.027,
0000000266,90184149,BACTRIM F CX. 10 CPRS.,ROCHE,2.015,
0000000267,90184157,BACTRIM F SUSP. 100 ML,ROCHE,31.48,
0000000263,90184122,BACTRIM VD. 100 ML. SUSP. PED.,ROCHE,16.28,
0000055574,90288688,BACTROBAN POMADA 10 G,GLAXOSMITHKLINE,29.22,
0000000268,90088360,BACTROBAN POMADA TB. 15 G.,GLAXOSMITHKLINE,43.83,
0000011263,90334060,BACTRONEO POM. 20 MG/G BISN. 15 G. NEO,QUIMICA,42.07,
0000060660,90312694,BALCOR 30 MG. BL. 30 CPRS.,BALDACCI,0.3556,
0000060660,90312694,BALCOR 30MG 30CPDS,BALDACCI,0.3556,
0000060661,90124022,BALCOR RETARD 120 MG. BL. 30 CAPS.,BALDACCI,1.8765,
0000064844,90124022,BALCOR RETARD 120MG 30CAPS,BALDACCI,1.8765,
0000060662,90124030,BALCOR RETARD 180 MG. BL. 30 CAPS.,BALDACCI,2.7599,
0000064845,90124030,BALCOR RETARD 180MG 30CAPS,BALDACCI,2.7599,
0000023908,90124049,BALCOR RETARD 300 MG. CX. 30 CAPS.,BALDACCI,3.3004,
0000060663,90124057,BALCOR RETARD 90 MG. BL. 30 CAPS.,BALDACCI,1.4426,
0000064846,90124057,BALCOR RETARD 90MG 30CAPS,BALDACCI,1.4426,
0000064844,90124022,BALCOR SR 120 MG. BL. 30 CAPS.,BALDACCI,1.8783,
0000064845,90124030,BALCOR SR 180 MG. BL. 30 CAPS.,BALDACCI,2.7627,
0000064846,90124057,BALCOR SR 90 MG. BL. 30 CAPS.,BALDACCI,1.444,
0000075560,90398696,BALEFIO 250 MG. CT. FR. PLAS. OPC. X 120 CPRS. REV. DR.,REDDY'S,54.4717,
0000075560,90398696,BALEFIO 250MG 120CPDS REV.,DR.REDDY'S,54.2538,
0000041422,90328701,"BALSAMO BENGUE 0,10 G/G + 0,50 G/G AEROSOL FR. 60 G",EMS,27.82,
0000063999,90328752,"BALSAMO BENGUE 0,10+0,50G/G AER.120G EMS",OTC,44.51,
0000060299,90328582,"BALSAMO BENGUE 0,100+0,150G/G GEL 60G EMS",OTC,37.37,
0000060298,90328590,"BALSAMO BENGUE 0,250+0,250G/G POM.60G EMS",OTC,38.65,
0000063999,90328752,BALSAMO BENGUE AEROSOL FR. 120 G,EMS,44.51,
0000004359,90328728,BALSAMO BENGUE GEL 20 G,EMS,12.46,
0000060299,90328582,BALSAMO BENGUE GEL. BISN. 60 G,EMS,37.37,
0000004358,90328710,BALSAMO BENGUE POM. 20 G,EMS,12.88,
0000060298,90328590,BALSAMO BENGUE POM. BISN. 60 G,EMS,38.65,
0000033450,90389212,"BAMBAIR 1,0 MG/ML SOL. OR. FR. PLAST. AMB. X 120 ML + SER. DO MANTECORP",FARMASA,36.09,
0000000278,90039491,BAMIFIX CX. 20 DRAGS. 300 MG.,CHIESI,1.2265,
0000000279,90039505,BAMIFIX CX. 20 DRAGS. 600 MG.,CHIESI,1.956,
0000023389,90034961,"BARACLUDE 0,5 MG. FR. PLAST. X 30 CPRS. REV.",B-MS,32.3969,
0000023392,90034970,BARACLUDE 1 MG. FR. PLAST. X 30 CPRS. REV.,B-MS,32.3969,
0000037745,90220544,BARIOGEL (RESTRITO HOSP.) GELEIA 100% 10 COPOS 150 ML,CRISTALIA,15.19,REAL
0000037746,90220552,BARIOGEL (RESTRITO HOSP.) GELEIA 100% 10 COPOS 200 ML,CRISTALIA,16.895,REAL
